place_fips,name,risk_area,population,pop_class,state_abbr,lon,lat
0616560,Cotati,13.8606,7584.0,5.0,CA,-122.708679,38.32517761800002
0616580,Coto de Caza,20.8797,14710.0,6.0,CA,-117.59013153699999,33.62388575700004
0616623,Cottonwood,2.1,3971.0,5.0,CA,-118.98570049999996,35.34184479500008
0616630,Cottonwood,5.1085,6268.0,5.0,CA,-122.28608832999998,40.39042989100005
0616644,Coulterville,1.0584,115.0,1.0,CA,-120.19912415699997,37.710562385000074
0616651,Country Club,0.0323,10777.0,6.0,CA,-121.341476,37.97210742400008
0616714,Courtland,0.0098,326.0,2.0,CA,-121.55570149999993,38.335630320000064
0616728,Covelo,0.1098,1394.0,4.0,CA,-123.249871279,39.802456878
0616742,Covina,0.626,51268.0,7.0,CA,-117.88199006499998,34.090264243000014
0616762,Cowan,0.3862,342.0,2.0,CA,-120.98906285499997,37.55991126099997
0616886,Crane Creek,0.0168,29.0,1.0,CA,-119.74827409699998,37.698779142
0617022,Crescent City,0.7001,6673.0,5.0,CA,-124.195829,41.75683264500001
0617050,Crescent Mills,4.9095,206.0,1.0,CA,-120.921174,40.098691034000055
0617078,Cressey,0.1654,366.0,2.0,CA,-120.65568541,37.42102888
0617106,Crest,28.3212,2828.0,5.0,CA,-116.86708291499998,32.80002632800007
0617162,Crestline,19.978,11650.0,6.0,CA,-117.28899971499999,34.24859833600004
0617232,Creston,0.6265,98.0,1.0,CA,-120.52092271499998,35.51730908400005
0617267,C-Road,7.0736,140.0,1.0,CA,-120.577034046,39.76271394100009
0617274,Crockett,2.4634,3242.0,5.0,CA,-122.22014305599998,38.051922655000055
0617288,Cromberg,0.4762,272.0,2.0,CA,-120.69044413499994,39.8683793610001
0617372,Crowley Lake,0.7784,980.0,3.0,CA,-118.7449145,37.572276149000075
0617428,Crows Landing,0.0672,322.0,2.0,CA,-121.08435779099996,37.394734769
0617498,Cudahy,0.0161,22811.0,6.0,CA,-118.18306058199994,33.96310564700012
0617568,Culver City,0.036,40779.0,6.0,CA,-118.40902449999999,34.00926409
0617610,Cupertino,3.1913,60381.0,7.0,CA,-122.04652020499998,37.316783904
0617708,Cutler,2.2051,4480.0,5.0,CA,-119.28831744999997,36.52627427900002
0617722,Cutten,1.187,3223.0,5.0,CA,-124.14456312199997,40.76567633400002
0617727,Cuyama,0.0871,37.0,1.0,CA,-119.614803221,34.93124357700006
0617750,Cypress,0.0958,50151.0,7.0,CA,-118.03858323899999,33.81708215300003
0617876,Dales,0.0366,28.0,1.0,CA,-122.05185074999996,40.3185914530001
0617918,Daly City,0.9538,104901.0,8.0,CA,-122.47674986799994,37.67389514700004
0617946,Dana Point,4.8407,33107.0,6.0,CA,-117.69633905599993,33.47364394700003
0617988,Danville,6.2364,43582.0,6.0,CA,-122.00701727799998,37.83236178900006
0617995,Daphnedale Park,0.1507,129.0,1.0,CA,-120.55067574799996,41.508892312000086
0618030,Darwin,0.0001,36.0,1.0,CA,-117.589000237,36.26880625300004
0618086,Davenport,0.2602,388.0,2.0,CA,-122.19088749999997,37.01836358700005
0618100,Davis,0.1503,66850.0,7.0,CA,-121.73476,38.549667602000035
0618153,Day Valley,2.3719,3410.0,5.0,CA,-121.85593832499997,37.02544944400007
0618324,Deer Park,2.4972,1294.0,4.0,CA,-122.46803054799994,38.53620367900003
0618352,Del Aire,0.0124,10338.0,6.0,CA,-118.3655335,33.910051398000064
0618394,Delano,2.3428,51428.0,7.0,CA,-119.26054777899999,35.76786788600006
0618422,Del Dios,25.1008,396.0,2.0,CA,-117.118849,33.07839893500004
0618450,Delft Colony,0.5561,412.0,2.0,CA,-119.44648932499996,36.511881012000096
0618464,Delhi,0.4897,10656.0,6.0,CA,-120.77589395099993,37.430605776000036
0618485,Delleker,4.5683,802.0,3.0,CA,-120.49686724499998,39.810159379
0618506,Del Mar,3.5333,3954.0,5.0,CA,-117.262482122,32.95776019900007
0618590,Del Monte Forest,1.167,4204.0,5.0,CA,-121.94373604199995,36.58531916600003
0618674,Del Rey,0.4312,1358.0,4.0,CA,-119.59932137599999,36.65621278000005
0618688,Del Rey Oaks,3.0332,1592.0,4.0,CA,-121.839533,36.59423431100006
0618695,Del Rio,0.5032,1399.0,4.0,CA,-121.009769,37.74100187800006
0618856,Denair,0.4525,4865.0,5.0,CA,-120.79966687399995,37.52570006400001
0618926,Derby Acres,0.0468,301.0,2.0,CA,-119.603832265,35.24403132400006
0618940,Descanso,8.0052,1499.0,4.0,CA,-116.62806860499997,32.86956316200006
0618982,Desert Center,0.0,256.0,2.0,CA,-115.398741256,33.71638240300005
0618986,Desert Edge,0.0457,4180.0,5.0,CA,-116.440090426,33.92227478400002
0618996,Desert Hot Springs,0.5719,32512.0,6.0,CA,-116.502062477,33.96356493900003
0619022,Desert Palms,0.1853,6686.0,5.0,CA,-116.29295719099997,33.77893916500002
0619024,Desert Shores,0.0702,1128.0,4.0,CA,-116.04043534599997,33.404065165000084
0619052,Desert View Highlands,2.7789,2676.0,5.0,CA,-118.15353692399998,34.59024445000005
0619150,Diablo,6.3798,1255.0,4.0,CA,-121.95645409699993,37.840812548
0619155,Diablo Grande,0.3044,1669.0,4.0,CA,-121.269916277,37.400561106000026
0619192,Diamond Bar,18.3819,55072.0,7.0,CA,-117.81608098999997,33.9991837040001
0619220,Diamond Springs,9.2565,11345.0,6.0,CA,-120.83906854099996,38.692046023000096
0619248,Di Giorgio,0.0763,400.0,2.0,CA,-118.84415354099998,35.24911831700009
0619262,Dillon Beach,0.1359,246.0,1.0,CA,-122.95591335599995,38.24350522600002
0619318,Dinuba,1.6931,24563.0,6.0,CA,-119.39889734299999,36.545340500000094
0619339,Discovery Bay,0.1002,15358.0,6.0,CA,-121.59763,37.90345997800004
0619402,Dixon,0.0872,18988.0,6.0,CA,-121.82754423699998,38.452581287000086
0619406,Dixon Lane-Meadow Creek,0.9747,2780.0,5.0,CA,-118.41525550399996,37.386394264000046
0619416,Dobbins,1.2006,551.0,3.0,CA,-121.21276465199998,39.36566835100002
0619440,Dogtown,0.562,2516.0,5.0,CA,-121.15507932799994,38.209585382000036
0619455,Dollar Point,0.5752,1261.0,4.0,CA,-120.10897068499999,39.19053152800007
0619570,Dorrington,0.7537,519.0,3.0,CA,-120.27066214599995,38.2948513360001
0619584,Dorris,0.0388,860.0,3.0,CA,-121.916195,41.96578880900008
0619612,Dos Palos,0.071,5798.0,5.0,CA,-120.63382623199998,36.9854229090001
0619654,Dos Palos Y,0.0171,310.0,2.0,CA,-120.639454276,37.04675115400007
0619724,Douglas City,2.1749,868.0,3.0,CA,-122.92605512799999,40.663630834
0619766,Downey,0.0831,114355.0,8.0,CA,-118.13114292399996,33.937879163000055
0619794,Downieville,1.3796,290.0,2.0,CA,-120.82125903399998,39.57006284500004
0619878,Doyle,0.1824,536.0,3.0,CA,-120.11728647999996,40.02748357800004
0619976,Drytown,2.6957,186.0,1.0,CA,-120.85651845299998,38.43823233500005
0619990,Duarte,20.9982,21727.0,6.0,CA,-117.970069465,34.13987092100007
0620018,Dublin,14.704,72589.0,7.0,CA,-121.89622596799994,37.71614654900003
0620032,Ducor,0.2548,616.0,3.0,CA,-119.0447,35.89530276700005
0620228,Dunnigan,0.1955,1382.0,4.0,CA,-121.97417108699995,38.892641265000094
0620242,Dunsmuir,1.5238,1707.0,4.0,CA,-122.27772849999997,41.22768286300006
0620270,Durham,0.5131,5834.0,5.0,CA,-121.79364286599998,39.64394396100005
0620284,Dustin Acres,0.4543,677.0,3.0,CA,-119.37498928599997,35.21593149700008
0620298,Dutch Flat,4.0783,183.0,1.0,CA,-120.83448387199996,39.20800853500004
0620424,Eagleville,0.0023,45.0,1.0,CA,-120.114102,41.31802258200002
0620438,Earlimart,0.3462,7679.0,5.0,CA,-119.27147711499998,35.88238562900003
0620515,East Bakersfield,0.0224,9749.0,5.0,CA,-118.9802745,35.386592841000066
0620574,Eastern Goleta Valley,4.6418,28656.0,6.0,CA,-119.78720213499997,34.445212021000046
0620598,East Foothills,0.8284,6803.0,5.0,CA,-121.81375485099994,37.38261783200004
0620697,East Hemet,45.9054,19432.0,6.0,CA,-116.94104276899998,33.73010841800002
0620802,East Los Angeles,0.3314,118786.0,8.0,CA,-118.16914643599996,34.03263639100004
0620900,East Nicolaus,0.0671,223.0,1.0,CA,-121.54432588399999,38.91005352500006
0620903,East Niles,10.2764,28390.0,6.0,CA,-118.923071,35.365252015000024
0620907,East Oakdale,1.0631,3201.0,5.0,CA,-120.79488549999996,37.78300066100013
0620928,Easton,0.1463,1972.0,4.0,CA,-119.79078378399998,36.65238542900002
0620942,East Orosi,0.4497,423.0,2.0,CA,-119.25985245799997,36.54806697100007
0620956,East Palo Alto,0.0532,30034.0,6.0,CA,-122.13539738499999,37.466924580000054
0620984,East Pasadena,1.9509,6021.0,5.0,CA,-118.07417424999994,34.139072333000044
0621012,East Porterville,1.8935,5549.0,5.0,CA,-118.98676474999996,36.058471066000074
0621026,East Quincy,10.7767,2463.0,4.0,CA,-120.91893627299999,39.916439893000074
0621034,East Rancho Dominguez,0.0287,15114.0,6.0,CA,-118.194938,33.89621168600005
0621061,East Richmond Heights,6.0745,3460.0,5.0,CA,-122.31391008699997,37.94507618200007
0621096,East San Gabriel,0.1451,22769.0,6.0,CA,-118.08066975099996,34.11981977699996
0621138,East Shore,0.5949,181.0,1.0,CA,-121.08354849999995,40.26337626400005
0621188,East Sonora,32.357,2431.0,4.0,CA,-120.34109665799997,37.977673450000076
0621210,East Tulare Villa,0.3042,773.0,3.0,CA,-119.28217312799995,36.20354941000007
0621230,Eastvale,39.9233,69757.0,7.0,CA,-117.58026900599998,33.96169998500001
0621292,East Whittier,0.4169,10394.0,6.0,CA,-117.98871365,33.92436272700006
0621530,Edgewood,0.2689,72.0,1.0,CA,-122.42605952799994,41.462165129000056
0621544,Edison,0.4685,255.0,2.0,CA,-118.86982566999995,35.34731303400004
0621558,Edmundson Acres,0.2028,296.0,2.0,CA,-118.823251874,35.22729554500004
0621565,Edna,0.4143,184.0,1.0,CA,-120.602394,35.21352673800007
0621600,Edwards AFB,0.0453,2135.0,4.0,CA,-117.951906,34.9062348840001
0621691,El Adobe,0.161,391.0,2.0,CA,-118.95884166599996,35.24508258800009
0621712,El Cajon,1.3721,106215.0,8.0,CA,-116.96038417999995,32.80169840100007
0621782,El Centro,0.0271,44322.0,6.0,CA,-115.55793456399999,32.78710162600007
0621788,El Centro Naval Air Facility,0.0014,280.0,2.0,CA,-115.66807317299998,32.825231834000064
0621796,El Cerrito,3.1846,25962.0,6.0,CA,-122.30252730499994,37.91963829900007
0621810,El Cerrito,20.0739,5058.0,5.0,CA,-117.522179936,33.839505123000016
0621880,El Dorado Hills,20.3411,50547.0,7.0,CA,-121.07614436799997,38.68064265
0621894,Eldridge,5.9033,1312.0,4.0,CA,-122.50651656199994,38.33386358900005
0621916,Elfin Forest,12.9459,600.0,3.0,CA,-117.17744334599995,33.08123211500004
0621936,El Granada,1.7708,5481.0,5.0,CA,-122.46515083299994,37.514261980000086
0621964,Elizabeth Lake,2.1417,1651.0,4.0,CA,-118.37839133799997,34.65898042200006
0622006,Elk Creek,0.1345,138.0,1.0,CA,-122.53752672199994,39.60013792500009
0622020,Elk Grove,2.0176,176124.0,8.0,CA,-121.378695,38.41261172400003
0622034,Elkhorn,5.6651,1588.0,4.0,CA,-121.71478749999994,36.80631949600008
0622104,El Macero,0.0334,1074.0,4.0,CA,-121.68516851299995,38.544019344000084
0622146,Elmira,0.1204,193.0,1.0,CA,-121.910893,38.353680245000085
0622230,El Monte,0.0206,109450.0,8.0,CA,-118.029074031,34.07392777600005
0622235,El Monte Mobile Village,0.4041,156.0,1.0,CA,-119.42504966399997,36.547074605000034
0622286,El Nido,0.0528,331.0,2.0,CA,-120.49853428499995,37.13237568500003
0622300,El Paso de Robles (Paso Robles),7.2121,31490.0,6.0,CA,-120.6812695,35.632892327000036
0622328,El Portal,0.3423,372.0,2.0,CA,-119.79904432399996,37.673561323000094
0622360,El Rancho,0.3723,96.0,1.0,CA,-119.06886031299996,36.22059078300002
0622370,El Rio,4.3177,7037.0,5.0,CA,-119.1552605,34.2463073960001
0622412,El Segundo,0.0093,17272.0,6.0,CA,-118.40202549699997,33.91695323800007
0622454,El Sobrante,10.3006,15524.0,6.0,CA,-122.30782937499998,37.97025302800003
0622457,El Sobrante,16.1029,14039.0,6.0,CA,-117.46253774399999,33.8725350980001
0622510,El Verano,5.0585,3867.0,5.0,CA,-122.49158395799998,38.29746430100004
0622524,Elverta,0.7589,5435.0,5.0,CA,-121.44548165299996,38.718477088000014
0622587,Emerald Lake Hills,3.7305,4406.0,5.0,CA,-122.26756049099998,37.46612101600006
0622594,Emeryville,0.0,12905.0,6.0,CA,-122.29100803899995,37.83795549300004
0622622,Empire,0.5539,4202.0,5.0,CA,-120.906978,37.64453295700002
0622678,Encinitas,1.1585,62007.0,7.0,CA,-117.27704168899999,33.04917193600008
0622790,Escalon,0.3622,7472.0,5.0,CA,-120.99756609599996,37.793864653000036
0622804,Escondido,46.6304,151038.0,8.0,CA,-117.07225881199997,33.13452510200001
0622846,Esparto,0.37,3572.0,5.0,CA,-122.02406101699995,38.69341228000006
0622972,Etna,0.3247,678.0,3.0,CA,-122.89450033799993,41.45819571500006
0623000,Eucalyptus Hills,23.6814,5517.0,5.0,CA,-116.94534066199999,32.885036633000034
0623042,Eureka,0.2616,26512.0,6.0,CA,-124.16621214299995,40.78209178600008
0623126,Exeter,2.5416,10321.0,6.0,CA,-119.14508017599996,36.29507267900005
0623150,Fairbanks Ranch,15.4106,3002.0,5.0,CA,-117.18595508399994,32.991866659000024
0623158,Fairfax,1.7368,1879.0,4.0,CA,-118.93380726399992,35.34688544600004
0623168,Fairfax,7.7704,7605.0,5.0,CA,-122.59509240399994,37.98837381300007
0623182,Fairfield,1.2623,119881.0,8.0,CA,-122.04895999699995,38.247905909000046
0623196,Fairhaven,0.0139,165.0,1.0,CA,-124.20142586699997,40.788299530000025
0623210,Fairmead,0.4343,1235.0,4.0,CA,-120.19366741799998,37.07746996
0623294,Fair Oaks,0.9685,32514.0,6.0,CA,-121.24972563499995,38.650363078000055
0623350,Fairview,10.3665,11341.0,6.0,CA,-122.048175,37.680073565000036
0623462,Fallbrook,19.1012,32267.0,6.0,CA,-117.25192731099997,33.38353920200007
0623532,Fall River Mills,0.1217,616.0,3.0,CA,-121.44003102299996,41.00681261100004
0623616,Farmersville,2.433,10397.0,6.0,CA,-119.207824927,36.30614102700003
0623630,Farmington,0.1041,220.0,1.0,CA,-120.99869449999994,37.931749436000054
0623812,Fellows,0.0145,52.0,1.0,CA,-119.54755529,35.17817410300007
0623826,Felton,4.214,4489.0,5.0,CA,-122.08046531899998,37.03920952900011
0623910,Ferndale,0.0735,1398.0,4.0,CA,-124.26189662699994,40.5798828750001
0623973,Fetters Hot Springs-Agua Caliente,4.1241,4233.0,5.0,CA,-122.48714582599997,38.32749954100011
0623980,Fiddletown,1.2638,279.0,2.0,CA,-120.76050602599997,38.50911244900002
0624008,Fieldbrook,0.2068,827.0,3.0,CA,-124.024996678,40.97224441000004
0624022,Fields Landing,0.122,287.0,2.0,CA,-124.21762984299994,40.72480145600008
0624092,Fillmore,3.9673,16419.0,6.0,CA,-118.91739944899994,34.399664576000085
0624134,Firebaugh,0.0382,8096.0,5.0,CA,-120.45908949999993,36.865029442000065
0624218,Fish Camp,0.2554,49.0,1.0,CA,-119.63735424799994,37.479672617000055
0624477,Florence-Graham,0.0182,61983.0,7.0,CA,-118.24438895799993,33.96770717600005
0624498,Florin,1.8958,52388.0,7.0,CA,-121.40419050199996,38.48323034900007
0624526,Floriston,1.6,80.0,1.0,CA,-120.01511979499998,39.39292258900011
0624568,Flournoy,0.255,117.0,1.0,CA,-122.44352,39.927134089
0624638,Folsom,2.7876,80454.0,7.0,CA,-121.14760745399995,38.675051456000084
0624680,Fontana,12.6886,208393.0,8.0,CA,-117.43187024999999,34.08779985200004
0624722,Foothill Farms,0.2512,35834.0,6.0,CA,-121.34747952099995,38.68675271700005
0624750,Forbestown,1.4445,396.0,2.0,CA,-121.26895041999997,39.53004328900005
0624764,Ford City,1.2982,4348.0,5.0,CA,-119.45840809799995,35.16472961700004
0624834,Foresthill,1.7893,1692.0,4.0,CA,-120.83135787299996,39.00529391400006
0624897,Forest Meadows,3.5745,1276.0,4.0,CA,-120.40520622799994,38.166356186000016
0624918,Forest Ranch,3.39,1304.0,4.0,CA,-121.670750753,39.881175404000075
0624960,Forestville,3.408,3264.0,5.0,CA,-122.88989584899997,38.48249433400004
0625030,Fort Bidwell,0.012,180.0,1.0,CA,-120.15890363899997,41.86297860500007
0625058,Fort Bragg,1.6321,6983.0,5.0,CA,-123.80289276399999,39.44284924700001
0625086,Fort Dick,0.8274,912.0,3.0,CA,-124.15253615699999,41.86628128300004
0625093,Fort Hunter Liggett,0.093,250.0,2.0,CA,-121.23810741599998,36.00192134500005
0625114,Fort Irwin,0.0002,8096.0,5.0,CA,-116.65777248399996,35.37736213400005
0625128,Fort Jones,0.5032,695.0,3.0,CA,-122.84106848799998,41.608447118000115
0625296,Fortuna,0.7489,12516.0,6.0,CA,-124.14168426299995,40.585528846000045
0625300,Fort Washington,2.3709,255.0,2.0,CA,-119.76126954899996,36.87930805100007
0625338,Foster City,0.0163,33805.0,6.0,CA,-122.26674565899997,37.53748869000002
0625380,Fountain Valley,0.2523,57047.0,7.0,CA,-117.95136189999994,33.710508440000055
0625436,Fowler,0.1445,6700.0,5.0,CA,-119.68223874999997,36.629096804
0625488,Franklin,1.5042,6919.0,5.0,CA,-120.53219216399998,37.32774222600006
0625506,Franklin,2.0333,167.0,1.0,CA,-121.46161943199998,38.36750608900009
0625534,Frazier Park,0.7386,2592.0,5.0,CA,-118.95430309199999,34.812241862000036
0625576,Freedom,5.7112,3835.0,5.0,CA,-121.80237014899997,36.93711003100004
0625590,Freeport,1.5072,58.0,1.0,CA,-121.50220842499999,38.462733232000105
0626000,Fremont,5.69,230504.0,8.0,CA,-121.97621829799999,37.55074473500009
0626028,French Camp,0.2613,3770.0,5.0,CA,-121.283876,37.88971258600005
0626056,French Gulch,0.2485,373.0,2.0,CA,-122.63116129599996,40.71654724700006
0626067,French Valley,43.6454,35280.0,6.0,CA,-117.10697968499994,33.59985257500006
0627000,Fresno,0.302,542107.0,10.0,CA,-119.793795,36.742436069000085
0627014,Friant,0.7235,446.0,2.0,CA,-119.71293907799998,36.98473938899999
0627080,Fruitdale,0.0245,989.0,3.0,CA,-121.93567392899996,37.31191727300005
0627130,Fruitridge Pocket,0.2908,6102.0,5.0,CA,-121.45522949999999,38.527340371000044
0627190,Fuller Acres,0.3182,917.0,3.0,CA,-118.91429525699998,35.30225267200008
0628000,Fullerton,0.3397,143617.0,8.0,CA,-117.92791974699996,33.884063181000045
0628014,Fulton,2.6,551.0,3.0,CA,-122.77342218499996,38.49370416300009
0628021,Furnace Creek,0.0002,136.0,1.0,CA,-116.874694622,36.42768380300002
0628112,Galt,1.2683,25383.0,6.0,CA,-121.304138,38.2546078760001
0628154,Garberville,1.0716,818.0,3.0,CA,-123.79482327299996,40.10033425400004
0628168,Gardena,0.0171,61027.0,7.0,CA,-118.30722170199999,33.894327811000046
0628182,Garden Acres,0.4529,11398.0,6.0,CA,-121.229600313,37.96367455100003
0628210,Garden Farms,4.5929,449.0,2.0,CA,-120.61403518299994,35.41575918400003
0629000,Garden Grove,0.0508,171949.0,8.0,CA,-117.960120734,33.778706149000115
0629070,Garey,0.0798,72.0,1.0,CA,-120.31113849999998,34.886432867000046
0629112,Garnet,0.6792,7118.0,5.0,CA,-116.479638207,33.91787039800008
0629154,Gasquet,0.1409,657.0,3.0,CA,-123.974349,41.83925814800005
0629252,Gazelle,0.0625,95.0,1.0,CA,-122.521536644,41.51374859700007
0629350,Georgetown,2.6741,2255.0,4.0,CA,-120.83563159099998,38.91116973900007
0629392,Gerber,1.8165,1044.0,4.0,CA,-122.14824747299998,40.06144217300009
0629420,Geyserville,0.2907,861.0,3.0,CA,-122.90825,38.71629488300009
0629504,Gilroy,3.4212,59520.0,7.0,CA,-121.58425965699998,37.00466966200002
0630000,Glendale,8.5999,196543.0,8.0,CA,-118.24926773099999,34.14509426700002
0630014,Glendora,9.604,52558.0,7.0,CA,-117.84246749999994,34.13228174800003
0630028,Glen Ellen,3.9829,714.0,3.0,CA,-122.54128976399994,38.35637088500004
0630126,Glennville,0.2979,158.0,1.0,CA,-118.71521708699998,35.72419379500006
0630282,Golden Hills,16.8126,9578.0,5.0,CA,-118.50234632599995,35.15125965400003
0630339,Gold Mountain,0.6642,73.0,1.0,CA,-120.51905435399999,39.76131358800006
0630345,Gold River,0.2833,7844.0,5.0,CA,-121.24860413299994,38.62669923100003
0630378,Goleta,5.1156,32690.0,6.0,CA,-119.82004482699993,34.43554367100009
0630392,Gonzales,0.4612,8647.0,5.0,CA,-121.439030232,36.50760264900003
0630410,Good Hope,97.2973,9468.0,5.0,CA,-117.27718707399998,33.77063794100008
0630412,Goodmanville,4.6948,121.0,1.0,CA,-118.94371824999998,35.42697843500006
0630420,Goodyears Bar,0.5762,69.0,1.0,CA,-120.89274,39.546285579000056
0630476,Goshen,0.0821,4968.0,5.0,CA,-119.419051,36.345180454000065
0630560,Graeagle,1.1809,724.0,3.0,CA,-120.645061,39.76342453900002
0630658,Grand Terrace,26.9312,13150.0,6.0,CA,-117.31323524499999,34.03116921900004
0630686,Grangeville,0.2397,508.0,3.0,CA,-119.70747558399997,36.34390354300005
0630693,Granite Bay,3.3822,21247.0,6.0,CA,-121.17144260599999,38.760023750000116
0630703,Granite Hills,24.7347,3267.0,5.0,CA,-116.908123,32.791504258000025
0630714,Graniteville,0.0216,1.0,1.0,CA,-120.73831349999996,39.44107089600004
0630798,Grass Valley,14.9258,14016.0,6.0,CA,-121.05491156199997,39.223659691000115
0630812,Graton,5.536,1683.0,4.0,CA,-122.865992474,38.43751026500004
0630882,Grayson,0.1431,1041.0,4.0,CA,-121.18370332499995,37.579526494000035
0630900,Greeley Hill,1.2008,927.0,3.0,CA,-120.12908164899996,37.75692074200001
0630938,Greenacres,1.4405,5496.0,5.0,CA,-119.11745602699995,35.376229943000055
0630944,Green Acres,49.4508,2918.0,5.0,CA,-117.07827895999998,33.734954709000114
0630987,Greenfield,0.9341,3447.0,5.0,CA,-119.00946228,35.26953061300002
0630994,Greenfield,0.2072,18937.0,6.0,CA,-121.24505142399994,36.32321338700003
0631029,Greenhorn,0.197,247.0,1.0,CA,-120.75899410299996,39.902965019000106
0631092,Green Valley,2.9406,1036.0,4.0,CA,-118.405894575,34.617224794000016
0631099,Green Valley,3.3433,1654.0,4.0,CA,-122.162408111,38.26077662200002
0631134,Greenview,1.2555,208.0,1.0,CA,-122.91855488999992,41.547025511000065
0631162,Greenville,4.0465,1026.0,4.0,CA,-120.941682,40.121490919000024
0631246,Grenada,0.4844,314.0,2.0,CA,-122.526032698,41.64060258100005
0631260,Gridley,0.9313,7421.0,5.0,CA,-121.698522,39.36508310100003
0631288,Grimes,0.007,296.0,2.0,CA,-121.89877725199995,39.07415140700003
0631302,Grizzly Flats,1.16,1093.0,4.0,CA,-120.53543494799999,38.63569667200003
0631372,Groveland,1.053,540.0,3.0,CA,-120.23937246399998,37.83253124599999
0631393,Grover Beach,4.493,12701.0,6.0,CA,-120.61989882999995,35.12044950200004
0631414,Guadalupe,0.5369,8057.0,5.0,CA,-120.57335191599998,34.96086485700002
0631470,Guerneville,3.5508,4552.0,5.0,CA,-122.99639701399997,38.50160399500006
0631540,Guinda,0.2093,245.0,1.0,CA,-122.19849349199995,38.82746388100003
0631568,Gustine,0.056,6110.0,5.0,CA,-121.005582,37.253643326000045
0631596,Hacienda Heights,9.1005,54191.0,7.0,CA,-117.97282037099997,33.996976375000024
0631708,Half Moon Bay,2.0509,11795.0,6.0,CA,-122.43798572799994,37.46856894000007
0631883,Hamilton Branch,6.4861,505.0,3.0,CA,-121.09611157499995,40.27724263300005
0631890,Hamilton City,0.2181,2263.0,4.0,CA,-122.01253549799998,39.74224386400006
0631960,Hanford,0.5408,57990.0,7.0,CA,-119.65347174099998,36.32638532400006
0632030,Happy Camp,0.2323,905.0,3.0,CA,-123.373686,41.793408418000034
0632036,Happy Valley,6.033,4949.0,5.0,CA,-122.42070007299998,40.46612800800002
0632044,Harbison Canyon,52.1339,4048.0,5.0,CA,-116.83807665599994,32.82727044200007
0632156,Hardwick,0.1265,151.0,1.0,CA,-119.72077280499998,36.40259747400007
0632212,Harmony Grove,8.1772,2079.0,4.0,CA,-117.13799263599999,33.10071750300007
0632324,Hartland,0.2134,69.0,1.0,CA,-118.95530344199993,36.65181109700007
0632340,Hartley,2.3591,2430.0,4.0,CA,-121.97252549999997,38.42083678100002
0632385,Hasley Canyon,1.8214,1195.0,4.0,CA,-118.66657739199998,34.48177555800002
0632408,Hat Creek,0.031,266.0,2.0,CA,-121.50188120299998,40.792914410000016
0632506,Hawaiian Gardens,0.118,14149.0,6.0,CA,-118.07284629199995,33.83033594500006
0632548,Hawthorne,0.0,88083.0,7.0,CA,-118.347671608,33.914661472
0632562,Hayfork,1.8348,2324.0,4.0,CA,-123.18397520399998,40.55474097200005
0633000,Hayward,1.2515,162954.0,8.0,CA,-122.08167695499999,37.67344943500007
0633056,Healdsburg,1.3276,11340.0,6.0,CA,-122.8642175,38.616393908000056
0633084,Heber,0.0191,6896.0,5.0,CA,-115.52604449999995,32.73061349800001
0633182,Hemet,11.8052,89833.0,7.0,CA,-116.965530566,33.74988205200001
0633294,Herald,0.5497,1160.0,4.0,CA,-121.23181636599999,38.291291169
0633308,Hercules,9.201,26016.0,6.0,CA,-122.27352076999995,38.014128448000086
0633336,Herlong,0.4204,237.0,1.0,CA,-120.13978892799996,40.141893730000035
0633364,Hermosa Beach,0.0241,19728.0,6.0,CA,-118.39630121999996,33.86527521200003
0633434,Hesperia,3.5372,99818.0,7.0,CA,-117.31439535199996,34.39735504900004
0633504,Hickman,0.2744,604.0,3.0,CA,-120.75265981499996,37.626401743000045
0633518,Hidden Hills,11.3483,1725.0,4.0,CA,-118.66120571399995,34.16374074700011
0633532,Hidden Meadows,42.03,4484.0,5.0,CA,-117.11983982899994,33.22364510800003
0633549,Hidden Valley Lake,2.8989,6235.0,5.0,CA,-122.54252249999998,38.79142286700005
0633574,Highgrove,53.4003,7515.0,5.0,CA,-117.30983411199999,34.01057676900007
0633588,Highland,44.5699,56999.0,7.0,CA,-117.19580738699995,34.121527794
0633632,Highlands,0.733,2359.0,4.0,CA,-122.34592480599997,37.520055057000036
0633689,Hillcrest,0.1608,10528.0,6.0,CA,-118.95785348799996,35.378970282000054
0633798,Hillsborough,0.972,11387.0,6.0,CA,-122.361215,37.557105956000036
0633861,Hilmar-Irwin,0.0899,5164.0,5.0,CA,-120.85042068599994,37.404543694000026
0633935,Hiouchi,0.1955,314.0,2.0,CA,-124.069541,41.79216612600004
0634120,Hollister,1.6966,41678.0,6.0,CA,-121.3977925,36.845263527000014
0634246,Holtville,0.0004,5605.0,5.0,CA,-115.37805155799998,32.81293774000002
0634281,Home Garden,0.1015,1653.0,4.0,CA,-119.636938,36.30234234699998
0634302,Home Gardens,18.09,11203.0,6.0,CA,-117.50496675,33.878940786000015
0634316,Homeland,58.8108,6772.0,5.0,CA,-117.11323653599999,33.745881801000046
0634392,Homestead Valley,0.0507,2789.0,5.0,CA,-116.41452249099997,34.27302747400003
0634405,Homewood Canyon,0.0012,40.0,1.0,CA,-117.38642782499996,35.89004098099999
0634428,Honcut,0.4641,306.0,2.0,CA,-121.53876239899996,39.33259268299999
0634484,Hood,0.0282,244.0,1.0,CA,-121.51548071699993,38.36928255700009
